timestamp,temperature_c,humidity_pct,pressure_hpa
2026-08-01 08:00:00,29.054849074355797,67.95257388317926,1007.8418171570513
2026-08-01 08:01:00,28.852942797619434,67.31622060904428,1007.7823015737633
2026-08-01 08:02:00,29.21534527440154,67.46776139944038,1008.1826202349537
2026-08-01 08:03:00,29.289658211810014,68.206236895038,1008.1342223690966
2026-08-01 08:04:00,28.809215329401933,67.6013904745609,1007.5697505635283
2026-08-01 08:05:00,28.965991294744562,67.77120896654522,1008.4697162818428
2026-08-01 08:06:00,29.263297948336774,67.93534670434511,1008.0591583368314
2026-08-01 08:07:00,29.223171540748556,66.9998888112559,1007.7186436102248
2026-08-01 08:08:00,29.31676938654051,67.80551454367563,1008.5388817510088
2026-08-01 08:09:00,29.205818394722737,67.40465832855175,1008.3571255930232
2026-08-01 08:10:00,29.55708950560217,66.01515485515367,1007.7108745450553
2026-08-01 08:11:00,29.57807547968484,68.05866150467992,1008.7907958559692
2026-08-01 08:12:00,29.489061740249817,66.40646366827248,1008.4146703342592
2026-08-01 08:13:00,29.718995974930657,65.38569233126083,1008.1958230359663
2026-08-01 08:14:00,29.638958596732934,65.77694774451206,1008.7712589614378
2026-08-01 08:15:00,29.438631725457203,65.69990294951687,1008.2857168435293
2026-08-01 08:16:00,29.697945277707632,66.46281331349405,1008.2354025745675
2026-08-01 08:17:00,29.49699071378256,66.10694564073356,1008.0293836896667
2026-08-01 08:18:00,29.86546927711545,65.96216386868716,1008.479380767599
2026-08-01 08:19:00,29.735845077123653,66.63368221963304,1008.4577750971291
2026-08-01 08:20:00,29.7487507654291,66.31683531178604,1008.3113188710736
2026-08-01 08:21:00,29.696349689862775,66.20554577687673,1008.0448874389837
2026-08-01 08:22:00,30.075548458801748,66.18913522126192,1008.3820442887829
2026-08-01 08:23:00,29.863919138485315,66.26357162125754,1008.3273090379054
2026-08-01 08:24:00,29.85053491364369,63.994552522495425,1007.9001752312184
2026-08-01 08:25:00,29.89979225478292,65.30050866351142,1007.8668916679037
2026-08-01 08:26:00,30.094164285795973,63.759960367417484,1008.5949458021346
2026-08-01 08:27:00,30.098918170732677,65.44600234357038,1007.5015779818204
2026-08-01 08:28:00,30.141824525493632,65.32746198370464,1008.4992092571204
2026-08-01 08:29:00,30.17906745001619,66.08262664614482,1008.2750423563074
2026-08-01 08:30:00,30.520583892331466,66.11238920373994,1008.915292032207
2026-08-01 08:31:00,30.095069221232762,65.2416602281469,1008.2997038465637
2026-08-01 08:32:00,30.10871435194644,64.5974160301342,1008.718226169751
2026-08-01 08:33:00,30.086679439744035,65.30523256296496,1008.3634520698103
2026-08-01 08:34:00,30.37581081561919,64.41532959125155,1008.5571245025459
2026-08-01 08:35:00,30.49945044383215,64.75829730098934,1008.7901209561413
2026-08-01 08:36:00,30.306540440746968,65.47128159575651,1008.3852232510491
2026-08-01 08:37:00,30.20614302913556,64.16035493573642,1008.9107748770332
2026-08-01 08:38:00,30.23877977533766,65.1765769259888,1008.2290219360226
2026-08-01 08:39:00,30.533593923606013,65.00070304045991,1008.694731100249
2026-08-01 08:40:00,30.579050389160642,63.62300495043528,1008.9293260857731
2026-08-01 08:41:00,30.571277697195335,65.09534048032293,1008.8521643271808
2026-08-01 08:42:00,30.381422961038393,64.8058163054213,1009.3066256601353
2026-08-01 08:43:00,30.570159964425354,64.26061339421476,1008.3833539490382
2026-08-01 08:44:00,30.575974317274415,63.50271405450516,1008.182511521679
2026-08-01 08:45:00,30.62037112462345,63.36011724210897,1008.3318200996515
2026-08-01 08:46:00,30.763330003904837,63.553687878792175,1008.9255827795756
2026-08-01 08:47:00,30.671608343288728,64.35567270936036,1008.8832575565013
2026-08-01 08:48:00,30.777870269155827,63.09633529657168,1008.7592964537015
2026-08-01 08:49:00,30.69154515424628,64.15155749455019,1008.3449584862631
